"plataforma","condicion","video_id","y","ok","prob","etiqueta","ioi","aoc","ebt","razon"
"Youtube","Transcript","GzvFeIvZHzw",0,TRUE,0,0,"not applicable","not applicable","not applicable","Transcript does not contain any mental health information"
"Youtube","Transcript","4tTkgyql540",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video discusses personal anxiety about following someone on Twitch, not mental health misinformation."
"Youtube","Transcript","da4nMAEQYkQ",0,TRUE,0,0,"not applicable","not applicable","not applicable","No medical claims or interventions discussed, just personal experience and speculation."
"Youtube","Transcript","jwIqKe_sOjY",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information is provided in the transcript."
"Youtube","Transcript","tVb3tRB-w8A",1,TRUE,0,0,"not applicable","not violated","not violated","Video discusses personal experience and spiritual guidance, no medical claims or misinformation."
"Youtube","Transcript","VLuoYiDExNM",0,TRUE,0.8,1,"not applicable","violated","not applicable","Claims contradict established medical consensus on ADHD, describing it as an 'attention overload disorder' rather than a disorder of sustained attention."
"Youtube","Transcript","r6gcPuVt4tg",0,TRUE,0,0,"not violated","not violated","not violated","Video accurately describes neural mechanisms of depression and benefits of mindfulness"
"Youtube","Transcript","OPQ8OdMTtsY",1,TRUE,0.8,1,"not applicable","violated","not applicable","Denies existence of a medical condition, contradicting medical consensus."
"Youtube","Transcript","Xjiz3HMQ69c",0,TRUE,0,0,"not violated","not violated","not violated","Video presents nuanced discussion of depression and its causes, without promoting misinformation or unproven treatments."
"Youtube","Transcript","NySvMEf1Wl8",0,TRUE,0,0,"not applicable","not violated","not applicable","Video discusses common challenges faced by autistic individuals, does not provide false medical claims or discourage evidence-based treatment."
"Youtube","Transcript","2VlYe0cWCcc",0,TRUE,0,0,"not applicable","not violated","not applicable","The video describes rare psychotic disorders without providing false medical claims or promoting unproven treatments."
"Youtube","Transcript","ttNsKrqSL5o",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information provided"
"Youtube","Transcript","n11vOGD4M2Y",0,TRUE,0,0,"not applicable","not applicable","not applicable","No information on mental health interventions or claims provided"
"Youtube","Transcript","IqJE1fwddcE",0,TRUE,1,1,"violated","violated","violated","Claims of government/medical conspiracy, unproven medical procedures, and lack of evidence-based treatment."
"Youtube","Transcript","3O3O_pXTk3g",1,TRUE,0.9,1,"violated","violated","violated","Claims unproven cure for OCD through prayer and supernatural intervention."
"Youtube","Transcript","9dmWYlmlDXs",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information provided"
"Youtube","Transcript","ATXBlWWLhLM",0,TRUE,0,0,"not applicable","not violated","not violated","Video discusses a personal anecdote and encourages viewers to find a solution to their problems, without providing any false medical claims."
"Youtube","Transcript","TX4Iv1gEFd0",0,TRUE,0,0,"not applicable","not violated","not violated","Video presents personal experiences and awareness messages without false medical claims."
"Youtube","Transcript","wKlBUm9YM5Y",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information provided"
"Youtube","Transcript","XIvgwh31Y0I",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information or claims presented"
"Youtube","Transcript","ARvogi1ndzw",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information discussed"
"Youtube","Transcript","lu3NHn3zD4M",1,TRUE,0.8,1,"not applicable","violated","not applicable","Denies mental health issues can be avoided, implying they are inevitable consequences of one's actions."
"Youtube","Transcript","tBjzrJ-QrZ0",0,TRUE,0,0,"not applicable","not applicable","not applicable","No information on mental health interventions or claims provided"
"Youtube","Transcript","EpNQyQ6FSo0",0,TRUE,0,0,"not applicable","not violated","not violated","Video presents a personal, faith-based perspective on anxiety and God's role in the future, without making any medically relevant claims."
"Youtube","Transcript","xj_NMYfRTAE",0,TRUE,0,0,"not applicable","not violated","not applicable","Video discusses mental health as a self-perception issue, not providing false medical claims."
"Youtube","Transcript","iHzrMT0u0ZA",0,TRUE,0,0,"not applicable","not violated","not violated","The video accurately lists various forms of self-harm and does not promote any unproven or misleading interventions."
"Youtube","Transcript","opNVstlrozg",1,TRUE,0,0,"not violated","not violated","not violated","The speaker promotes individualized treatment and encourages exploration of alternative options, without making false claims about medication or therapy."
"Youtube","Transcript","ShQVByme3fM",0,TRUE,0,0,"not applicable","not applicable","not applicable","No information about mental health interventions, consensus, or evidence-based treatment is provided."
"Youtube","Transcript","9rHW2vN1SVQ",0,TRUE,0,0,"not violated","not violated","not violated","Video promotes addressing mental health issues before attempting weight loss, aligning with medical consensus."
"Youtube","Transcript","WlONLaUuCMs",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information or claims are present in the transcript."
"Youtube","Transcript","LZG6ocf28oY",0,TRUE,0,0,"not applicable","not applicable","not applicable","No spoken content to evaluate for mental health misinformation"
"Youtube","Transcript","F-LbUkIMwlY",1,TRUE,0.9,1,"violated","violated","violated","Promotes unhealthy coping mechanisms and stigmatizes mental health issues."
"Youtube","Transcript","2XWIJLDTw3I",0,TRUE,0,0,"not applicable","not violated","not applicable","No mental health claims or interventions mentioned."
"Youtube","Transcript","Z2SUM-6uppg",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information or claims presented in the audio transcript."
"Youtube","Transcript","s0XDNfVwum8",0,TRUE,0,0,"not applicable","not applicable","not applicable","No information on mental health interventions or claims provided"
"Youtube","Transcript","C7mOxPCRB6U",0,TRUE,0,0,"not applicable","not violated","not violated","Video shares personal experience and awareness about the effects of pornography, without providing false medical claims or promoting unproven treatments."
"Youtube","Transcript","azC_jsgJPF8",1,TRUE,0,0,"not applicable","not violated","not applicable","The video's message aligns with current scientific consensus that depression is a temporary condition."
"Youtube","Transcript","vdymO4ejH4s",0,TRUE,0,0,"not applicable","not violated","not violated","Video discusses personal growth and balance, without promoting false medical claims or discouraging evidence-based treatment."
"Youtube","Transcript","gwlaME7KAz0",0,TRUE,0,0,"not applicable","not violated","not applicable","Video promotes awareness and seeking support, aligning with medical consensus."
"Youtube","Transcript","yEj9ReWx-4I",0,TRUE,0,0,"not applicable","not applicable","not applicable","No information provided about mental health interventions, consensus, or treatment."
"Youtube","Transcript","un87txktclU",0,TRUE,0,0,"not applicable","not violated","not violated","The speaker acknowledges the reality of depression and promotes hope, which aligns with current medical consensus."
"Youtube","Transcript","V6UrhD7XKpw",0,TRUE,0,0,"not applicable","not violated","not applicable","The transcript presents a neutral, research-based discussion on bipolar disorder without promoting any unproven treatments or interventions."
"Youtube","Transcript","0zbuCsFFrxs",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video discusses personal experience and feelings, no medical claims or misinformation."
"Youtube","Transcript","Z2-263iTC3o",0,TRUE,0,0,"not applicable","not applicable","not applicable","No medical claims or interventions mentioned"
"Youtube","Transcript","J94iXSoTrl8",0,TRUE,0.8,1,"not applicable","violated","not applicable","Denies the importance of person-first language, which is a widely accepted convention in mental health."
"Youtube","Transcript","Q5ydCZrGVak",0,TRUE,0,0,"violated","not violated","not violated","No medical claims or interventions are presented as scientifically proven or evidence-based, but the video does not claim to be a replacement for medical treatment."
"Youtube","Transcript","RNGBRZTx79E",1,TRUE,0.8,1,"not applicable","violated","not applicable","Denies the validity of trans identity and experiences, contradicting medical consensus."
"Youtube","Transcript","NDth6RTupfI",0,TRUE,0,0,"not applicable","not violated","not violated","Video promotes discussing mental health and firearm safety, aligning with medical consensus."
"Youtube","Transcript","iJncRZQHU3w",1,TRUE,0.8,1,"violated","violated","violated","The video promotes a simplistic and inaccurate approach to managing negative thoughts, contradicting current scientific understanding of cognitive processes."
"Youtube","Transcript","s1BxqnCpRzA",0,TRUE,0.8,1,"not applicable","violated","not applicable","Claims that a person's behavior is indicative of mental illness, without providing any evidence or medical context."
"Youtube","Transcript","LCyXbex1QM8",0,TRUE,0,0,"not applicable","not violated","not applicable","Video accurately describes ASD, aligning with medical consensus."
